SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
973,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2013 00:00,"",
974,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2014 00:00,"",
975,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2015 00:00,"",
976,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2016 00:00,"",
977,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2017 00:00,"",
978,B B Gudem,CGWB,28,Andhra Pradesh,510,KRISHNA,GANNAVARAM,GANNAVARAM,B B Gudem,-,-,-,-,-,-,16.53916667,80.65166667,25-05-2018 00:00,"",
979,Bejjipuram-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,LAVERU,LAVERU,Bejjipuram,-,-,-,-,-,-,18.23333333,83.75833333,25-05-2013 00:00,"",
980,Bejjipuram-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,LAVERU,LAVERU,Bejjipuram,-,-,-,-,-,-,18.23333333,83.75833333,25-05-2014 00:00,"",
981,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2000 00:00,"",
982,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2002 00:00,"",
983,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2005 00:00,"",
984,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2006 00:00,"",
985,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2007 00:00,"",
986,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2008 00:00,"",
987,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2009 00:00,"",
988,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2010 00:00,"",
989,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2011 00:00,"",
990,Bellamkonda,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2012 00:00,"",
991,Bellamkonda-DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2013 00:00,"",
992,Bellamkonda-DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2014 00:00,"",
993,Bellamkonda-DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2015 00:00,"",
994,Bellamkonda-DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2017 00:00,"",
995,Bellamkonda-DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,BELLAMKONDA,BELLAMKONDA,Bellamkonda,-,-,-,-,-,-,16.50833333,80.00833333,25-05-2018 00:00,"",
996,Beluguppa1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,BELUGUPPA,Beluguppa,-,-,-,-,-,-,14.70833333,77.14305556,25-05-2000 00:00,"",
997,Beluguppa1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,BELUGUPPA,Beluguppa,-,-,-,-,-,-,14.70833333,77.14305556,25-05-2001 00:00,"",
998,Beluguppa1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,BELUGUPPA,Beluguppa,-,-,-,-,-,-,14.70833333,77.14305556,25-05-2002 00:00,"",
999,Beluguppa1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,BELUGUPPA,Beluguppa,-,-,-,-,-,-,14.70833333,77.14305556,25-05-2003 00:00,"",
1000,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2013 00:00,"",
1001,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2014 00:00,"",
1002,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2015 00:00,"",
1003,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2016 00:00,"",
1004,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2017 00:00,"",
1005,Bendigetu-DW13,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,VAJRAPUKOTHURU,VAJRAPUKOTHURU,Bendigetu,-,-,-,-,-,-,18.71666667,84.38333333,25-05-2018 00:00,"",
1006,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2002 00:00,"",
1007,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2004 00:00,"",
1008,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2005 00:00,"",
1009,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2006 00:00,"",
1010,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2007 00:00,"",
1011,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2008 00:00,"",
1012,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2009 00:00,"",
1013,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2010 00:00,"",
1014,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2011 00:00,"",
1015,Bhakrapet1,CGWB,28,Andhra Pradesh,503,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,Bhakrapet,-,-,-,-,-,-,13.66666667,79.16666667,25-05-2012 00:00,"",
1016,Bhakrapeta,CGWB,28,Andhra Pradesh,504,CUDDAPAH,SIDHOUT,SIDHOUT,Bhakrapeta,-,-,-,-,-,-,14.41333333,78.96027778,25-05-2002 00:00,"",
1017,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2004 00:00,"",
1018,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2005 00:00,"",
1019,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2006 00:00,"",
1020,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2007 00:00,"",
1021,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2008 00:00,"",
1022,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2009 00:00,"",
1023,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2010 00:00,"",
1024,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2011 00:00,"",
1025,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2012 00:00,"",
1026,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2013 00:00,"",
1027,Bhalad,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhalad,-,-,-,-,-,-,32.19305556,75.99444444,25-05-2018 00:00,"",
1028,Bhanas Hivre,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bhanas Hivre,-,-,-,-,-,-,19.48944444,74.96722222,25-05-2018 00:00,"",
1029,Bhanugudi 2012,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,KAKINADA(U),KAKINADA(U),Bhanugudi,-,-,-,-,-,-,16.97222222,82.23000000,25-05-2013 00:00,"",
1030,Bhanugudi 2012,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,KAKINADA(U),KAKINADA(U),Bhanugudi,-,-,-,-,-,-,16.97222222,82.23000000,25-05-2014 00:00,"",
1031,Bhanugudi 2012,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,KAKINADA(U),KAKINADA(U),Bhanugudi,-,-,-,-,-,-,16.97222222,82.23000000,25-05-2016 00:00,"",
1032,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2004 00:00,"",
1033,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2005 00:00,"",
1034,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2006 00:00,"",
1035,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2007 00:00,"",
1036,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2008 00:00,"",
1037,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2009 00:00,"",
1038,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2010 00:00,"",
1039,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2011 00:00,"",
1040,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2012 00:00,"",
1041,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2013 00:00,"",
1042,Bharmar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Bharmar,-,-,-,-,-,-,32.17916667,75.94916667,25-05-2018 00:00,"",
1043,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2013 00:00,"",
1044,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2014 00:00,"",
1045,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2015 00:00,"",
1046,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2016 00:00,"",
1047,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2017 00:00,"",
1048,Bhattiprolu-Dw,CGWB,28,Andhra Pradesh,506,GUNTUR,BATTIPROLU,BATTIPROLU,Bhattiprolu-Dw,-,-,-,-,-,-,16.08666667,80.75277778,25-05-2018 00:00,"",
1049,Bhavugipet-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,GOKAVARAM,GOKAVARAM,Bhavugipet,-,-,-,-,-,-,17.20833333,81.84666667,25-05-2014 00:00,"",
1050,Bhavugipet-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,GOKAVARAM,GOKAVARAM,Bhavugipet,-,-,-,-,-,-,17.20833333,81.84666667,25-05-2015 00:00,"",
1051,Bhavugipet-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,GOKAVARAM,GOKAVARAM,Bhavugipet,-,-,-,-,-,-,17.20833333,81.84666667,25-05-2017 00:00,"",
1052,Bhavugipet-DW13,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,GOKAVARAM,GOKAVARAM,Bhavugipet,-,-,-,-,-,-,17.20833333,81.84666667,25-05-2018 00:00,"",
1053,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2000 00:00,"",
1054,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2002 00:00,"",
1055,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2004 00:00,"",
1056,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2005 00:00,"",
1057,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2006 00:00,"",
1058,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2007 00:00,"",
1059,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2008 00:00,"",
1060,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2009 00:00,"",
1061,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2010 00:00,"",
1062,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2011 00:00,"",
1063,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2012 00:00,"",
1064,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2013 00:00,"",
1065,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2014 00:00,"",
1066,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2015 00:00,"",
1067,Bhimavaram,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,BHIMAVARAM,BHIMAVARAM,Bhimavaram,-,-,-,-,-,-,16.53166667,81.52333333,25-05-2016 00:00,"",
1068,Bhimavaram2,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,KALLA,KALLA,Bhimavaram,-,-,-,-,-,-,16.54416667,81.49722222,25-05-2000 00:00,"",
1069,Bhimavaram2,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,KALLA,KALLA,Bhimavaram,-,-,-,-,-,-,16.54416667,81.49722222,25-05-2001 00:00,"",
1070,Bhimavaram2,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,KALLA,KALLA,Bhimavaram,-,-,-,-,-,-,16.54416667,81.49722222,25-05-2002 00:00,"",
1071,Bhimsingi-DW14,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PADERU,PADERU,Bhimsingi,-,-,-,-,-,-,18.10361111,82.67500000,25-05-2014 00:00,"",
1072,Bhimsingi-DW14,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PADERU,PADERU,Bhimsingi,-,-,-,-,-,-,18.10361111,82.67500000,25-05-2015 00:00,"",
1073,Bhimsingi-DW14,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,PADERU,PADERU,Bhimsingi,-,-,-,-,-,-,18.10361111,82.67500000,25-05-2016 00:00,"",
1074,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2002 00:00,"",
1075,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2004 00:00,"",
1076,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2005 00:00,"",
1077,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2006 00:00,"",
1078,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2007 00:00,"",
1079,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2008 00:00,"",
1080,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2009 00:00,"",
1081,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2010 00:00,"",
1082,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2011 00:00,"",
1083,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2012 00:00,"",
1084,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2013 00:00,"",
1085,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2014 00:00,"",
1086,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2015 00:00,"",
1087,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2016 00:00,"",
1088,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2017 00:00,"",
1089,Bhimunipatnam-1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-1,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2018 00:00,"",
1090,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2002 00:00,"",
1091,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2003 00:00,"",
1092,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2004 00:00,"",
1093,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2005 00:00,"",
1094,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2006 00:00,"",
1095,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2007 00:00,"",
1096,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2008 00:00,"",
1097,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2009 00:00,"",
1098,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2010 00:00,"",
1099,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2011 00:00,"",
1100,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2012 00:00,"",
1101,Bhimunipatnam-2,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BHEEMUNIPATNAM,BHEEMUNIPATNAM,Bhimunipatnam-2,-,-,-,-,-,-,17.88333333,83.43333333,25-05-2013 00:00,"",
